sale_id,day_id,pharmacy_id,product_id,volume_sold,sales_amount
157,55,22,2,0.65,10.7
158,55,1,13,4.09,71.86
159,55,34,13,0.26,4.57
160,56,37,15,1.98,36.27
161,56,90,14,2.54,45.59
162,56,85,18,0.48,7.9
163,57,20,16,1.42,22.32
164,57,38,7,0.5,9.16
165,57,8,7,1.08,19.79
166,58,95,19,3.77,63.45
167,58,8,18,2.88,47.4
168,58,8,11,0.35,5.89
169,59,75,2,4.77,78.51
170,59,65,16,1.02,16.03
171,59,21,17,0.55,8.85
172,60,66,2,0.07,1.15
173,60,109,3,1.44,24.24
174,60,9,6,1.83,32.85
175,61,9,20,0.07,1.2
176,61,52,8,2.9,45.59
177,61,114,4,1.03,17.72
178,62,32,19,2.3,38.71
179,62,77,19,0.43,7.24
180,62,80,2,2.61,42.96
181,63,54,3,0.48,8.08
182,63,73,19,2.71,45.61
183,63,41,17,0.15,2.41
184,64,27,9,0.4,6.44
185,64,31,11,0.12,2.02
186,64,51,9,2.48,39.9
187,65,86,5,2.42,42.52
188,65,59,10,0.34,5.6
189,65,119,11,1.24,20.87
190,66,2,3,2.26,38.04
191,66,80,15,1.08,19.79
192,66,13,19,1.0,16.83
193,67,69,3,0.1,1.68
194,67,65,7,0.04,0.73
195,67,17,9,0.86,13.84
196,68,113,12,4.14,71.21
197,68,113,3,1.8,30.29
198,68,48,8,0.74,11.63
199,69,21,10,0.64,10.53
200,69,107,15,1.94,35.54
201,69,91,18,3.42,56.29
202,70,79,10,2.93,48.23
203,70,2,17,2.03,32.66
204,70,39,18,1.38,22.71
205,71,113,4,0.08,1.38
206,71,34,5,0.16,2.81
207,71,114,4,2.07,35.6
208,72,96,4,3.86,66.39
209,72,20,18,0.04,0.66
210,72,37,9,0.44,7.08
211,73,27,20,3.43,59.0
212,73,27,11,0.02,0.34
213,73,65,9,0.55,8.85
214,74,33,16,0.7,11.0
215,74,12,2,1.04,17.12
216,74,107,14,0.94,16.87
217,75,6,9,1.25,20.11
218,75,43,1,6.11,98.31
219,75,82,5,1.32,23.19
220,76,21,9,1.12,18.02
221,76,71,15,3.9,71.45
222,76,72,14,2.98,53.49
223,77,15,1,1.99,32.02
224,77,114,3,1.13,19.02
225,77,70,5,0.88,15.46
226,78,107,2,0.34,5.6
227,78,75,12,1.59,27.35
228,78,19,18,1.07,17.61
229,79,17,14,0.38,6.82
230,79,40,2,4.94,81.31
231,79,116,12,0.68,11.7
232,80,116,2,1.55,25.51
233,80,27,12,0.69,11.87
234,80,86,8,1.1,17.29
235,81,46,4,1.98,34.06
236,81,114,18,2.44,40.16
237,81,80,14,1.92,34.46
238,82,119,5,0.67,11.77
239,82,111,8,3.98,62.57
240,82,103,6,1.03,18.49
241,83,113,6,0.08,1.44
242,83,4,14,3.3,59.23
243,83,95,6,0.62,11.13
244,84,101,11,0.79,13.3
245,84,103,14,0.86,15.44
246,84,35,8,0.69,10.85
247,85,101,6,0.59,10.59
248,85,49,4,0.02,0.34
249,85,110,2,3.39,55.8
250,86,29,16,0.21,3.3
251,86,105,7,1.25,22.9
252,86,45,15,1.21,22.17
253,87,106,10,2.79,45.92
254,87,29,8,0.51,8.02
255,87,85,1,0.7,11.26
256,88,52,7,2.31,42.32
257,88,36,11,0.46,7.74
258,88,99,3,0.23,3.87
259,89,45,9,0.91,14.64
260,89,52,17,3.09,49.72
261,89,43,18,1.34,22.06
262,90,15,1,1.93,31.05
263,90,23,9,0.23,3.7
264,90,34,19,2.18,36.69
265,91,14,2,1.68,27.65
266,91,56,20,0.05,0.86
267,91,94,12,0.27,4.64
268,92,56,11,0.45,7.57
269,92,66,20,0.29,4.99
270,92,50,4,0.26,4.47
271,93,25,19,1.81,30.46
272,93,6,9,0.67,10.78
273,93,1,14,0.52,9.33
274,94,119,17,0.62,9.98
275,94,88,18,0.62,10.21
276,94,47,7,0.76,13.92
277,95,9,14,1.27,22.8
278,95,80,11,0.37,6.23
279,95,85,11,0.36,6.06
280,96,93,4,2.63,45.24
281,96,65,10,1.72,28.31
282,96,86,10,1.99,32.76
283,97,42,14,1.64,29.44
284,97,90,13,2.28,40.06
285,97,71,10,0.42,6.91
286,98,25,5,1.97,34.61
287,98,86,14,0.41,7.36
288,98,87,13,3.62,63.6
289,99,79,6,0.08,1.44
290,99,39,19,1.44,24.24
291,99,71,13,1.81,31.8
292,100,39,1,1.6,25.74
293,100,27,10,4.25,69.96
294,100,101,14,0.15,2.69
295,101,78,19,0.12,2.02
296,101,60,11,5.48,92.23
297,101,57,15,1.42,26.01
298,102,66,7,0.17,3.11
299,102,102,16,0.95,14.93
300,102,85,6,1.88,33.75
301,103,37,3,0.25,4.21
302,103,85,17,1.0,16.09
303,103,43,20,0.09,1.55
304,104,105,3,0.14,2.36
305,104,87,8,2.07,32.54
306,104,29,10,2.13,35.06
307,105,19,7,0.34,6.23
308,105,6,1,0.43,6.92
309,105,61,8,1.23,19.34
310,106,109,20,1.44,24.77
311,106,59,3,0.77,12.96
312,106,114,14,3.13,56.18
313,107,25,19,2.27,38.2
314,107,64,13,4.15,72.92
315,107,32,13,0.58,10.19
316,108,84,5,0.04,0.7
317,108,115,1,4.71,75.78
318,108,100,4,2.59,44.55
319,109,29,14,0.0,0.0
320,110,103,6,0.84,15.08
321,110,60,17,0.37,5.95
322,110,72,2,0.13,2.14
323,111,118,8,0.72,11.32
324,111,59,4,1.23,21.16
325,111,103,5,3.39,59.56
326,112,86,15,2.99,54.78
327,112,72,17,2.57,41.35
328,112,41,20,0.78,13.42
329,113,79,15,1.18,21.62
330,113,55,17,0.51,8.21
331,113,58,18,0.31,5.1
332,114,96,6,1.6,28.72
333,114,58,16,0.92,14.46
334,114,97,9,0.48,7.72
335,115,108,8,1.02,16.03
336,115,99,9,3.29,52.94
337,115,63,17,0.03,0.48
338,116,36,8,2.33,36.63
339,116,10,15,0.89,16.3
340,116,31,10,0.78,12.84
341,117,43,9,0.68,10.94
342,117,115,11,0.43,7.24
343,117,11,18,0.23,3.79
344,118,20,5,0.24,4.22
345,118,50,8,1.59,24.99
346,118,91,5,1.5,26.36
347,119,9,7,0.65,11.91
348,119,53,14,1.95,35.0
349,119,70,11,1.74,29.28
350,120,54,15,0.0,0.0
351,121,27,2,3.49,57.45
352,121,50,14,3.68,66.06
353,121,90,19,0.17,2.86
354,122,110,1,0.87,14.0
355,122,49,19,1.83,30.8
356,122,1,16,1.3,20.44
357,123,39,12,1.01,17.37
358,123,110,13,0.56,9.84
359,123,69,14,0.1,1.8
360,124,103,18,0.19,3.13
361,124,115,20,2.73,46.96
362,124,63,8,0.08,1.26
363,125,35,8,1.42,22.32
364,125,63,14,4.54,81.49
365,125,50,1,1.38,22.2
366,126,86,11,0.77,12.96
367,126,93,13,1.61,28.29
368,126,108,6,0.95,17.05
369,127,118,15,0.38,6.96
370,127,80,5,1.38,24.25
371,127,4,18,0.24,3.95
372,128,76,13,1.12,19.68
373,128,85,19,0.81,13.63
374,128,11,1,0.07,1.13
375,129,18,14,1.83,32.85
376,129,24,15,2.7,49.46
377,129,34,2,0.47,7.74
378,130,42,13,0.15,2.64
379,130,59,7,1.74,31.88
380,130,44,11,0.11,1.85
381,131,36,13,0.73,12.83
382,131,33,14,3.56,63.9
383,131,61,3,0.05,0.84
384,132,96,1,2.89,46.5
385,132,7,18,0.57,9.38
386,132,29,12,0.22,3.78
387,133,100,3,0.28,4.71
388,133,97,2,0.23,3.79
389,133,32,1,0.49,7.88
390,134,108,7,0.95,17.4
391,134,80,1,1.16,18.66
392,134,31,5,0.23,4.04
393,135,61,5,0.32,5.62
394,135,73,4,2.3,39.56
395,135,60,7,2.72,49.83
396,136,99,9,1.93,31.05
397,136,22,12,0.22,3.78
398,136,78,20,0.19,3.27
399,137,100,4,1.09,18.75
400,137,40,6,0.3,5.38
401,137,75,4,1.95,33.54
402,138,119,1,4.18,67.26
403,138,74,10,1.2,19.75
404,138,51,13,2.96,52.01
405,139,10,7,0.37,6.78
406,139,89,19,0.03,0.5
407,139,14,8,0.6,9.43
408,140,109,10,0.5,8.23
409,140,104,20,1.23,21.16
410,140,102,4,0.27,4.64
411,141,101,19,3.01,50.66
412,141,45,2,0.66,10.86
413,141,55,18,0.01,0.16
414,142,9,12,4.15,71.38
415,142,83,17,0.17,2.74
416,142,2,11,0.68,11.44
417,143,106,14,1.31,23.51
418,143,14,16,1.32,20.75
419,143,47,14,0.37,6.64
420,144,91,15,1.03,18.87
421,144,56,5,0.61,10.72
422,144,94,6,0.36,6.46
423,145,84,17,0.37,5.95
424,145,79,9,1.03,16.57
425,145,100,18,1.28,21.07
426,146,60,16,0.0,0.0
427,147,106,14,0.65,11.67
428,147,35,19,0.65,10.94
429,147,110,11,0.04,0.67
430,148,107,8,1.77,27.82
431,148,36,3,0.15,2.52
432,148,32,15,2.08,38.11
433,149,73,15,0.55,10.08
434,149,86,20,2.06,35.43
435,149,44,13,0.41,7.2
436,150,64,1,0.41,6.6
437,150,24,11,0.51,8.58
438,150,28,16,4.75,74.67
439,151,103,12,0.83,14.28
440,151,44,9,0.09,1.45
441,151,113,9,0.08,1.29
442,152,90,20,1.61,27.69
443,152,72,9,0.1,1.61
444,152,67,1,2.29,36.85
445,153,11,7,2.63,48.18
446,153,93,8,0.18,2.83
447,153,63,14,0.19,3.41
448,154,98,18,0.82,13.5
449,154,89,8,0.09,1.41
450,154,83,16,0.09,1.41
451,155,58,16,0.06,0.94
452,155,12,1,0.11,1.77
453,155,29,10,0.17,2.8
454,156,89,13,3.57,62.72
455,156,40,8,1.2,18.86
456,156,48,19,0.23,3.87
457,157,71,16,4.71,74.04
458,157,45,17,2.56,41.19
459,157,96,14,1.73,31.05
460,158,43,18,0.75,12.34
461,158,90,12,0.04,0.69
462,158,35,15,0.21,3.85
463,159,33,10,0.1,1.65
464,159,16,8,5.7,89.6
465,159,41,7,0.53,9.71
466,160,96,4,0.85,14.62
467,160,98,18,0.84,13.83
468,160,25,6,6.99,125.47
469,161,95,7,1.08,19.79
470,161,36,16,0.69,10.85
471,161,98,19,2.57,43.25
472,162,77,17,0.72,11.58
473,162,13,10,0.51,8.39
474,162,38,7,3.11,56.98
475,163,47,8,0.07,1.1
476,163,39,6,0.93,16.69
477,163,91,1,0.0,0.0
478,164,17,18,2.43,40.0
479,164,6,9,0.03,0.48
480,164,71,2,1.54,25.35
481,165,90,10,0.04,0.66
482,165,82,5,0.29,5.1
483,165,14,16,0.01,0.16
484,166,74,1,0.7,11.26
485,166,61,10,3.01,49.54
486,166,57,16,0.63,9.9
487,167,24,11,1.78,29.96
488,167,33,2,2.13,35.06
489,167,15,16,1.09,17.13
490,168,52,3,0.47,7.91
491,168,10,16,0.42,6.6
492,168,81,19,1.11,18.68
493,169,20,2,0.04,0.66
494,169,104,5,0.29,5.1
495,169,39,19,2.67,44.94
496,170,32,3,4.28,72.03
497,170,72,4,1.18,20.3
498,170,78,14,1.88,33.75
499,171,102,20,1.69,29.07
500,171,29,20,1.08,18.58
501,171,49,17,3.23,51.97
502,172,117,15,1.25,22.9
503,172,39,15,2.52,46.17
504,172,55,19,0.23,3.87
505,173,73,10,0.94,15.47
506,173,8,20,1.1,18.92
507,173,95,20,0.3,5.16
508,174,98,4,0.82,14.1
509,174,81,7,0.39,7.14
510,174,34,7,1.79,32.79
511,175,21,3,2.46,41.4
512,175,23,8,0.38,5.97
513,175,10,18,5.16,84.93
514,176,1,6,0.86,15.44
515,176,58,14,1.49,26.75
516,176,61,20,0.65,11.18
517,177,5,10,0.98,16.13
518,177,37,8,0.56,8.8
519,177,90,10,2.8,46.09
520,178,10,15,0.33,6.05
521,178,119,8,0.01,0.16
522,178,101,9,0.0,0.0
523,179,85,19,0.0,0.0
524,180,55,7,0.44,8.06
525,180,70,4,1.54,26.49
526,180,83,8,4.02,63.19
527,181,117,5,0.46,8.08
528,181,106,9,2.53,40.71
529,181,10,5,1.35,23.72
530,182,22,2,1.47,24.2
531,182,77,10,0.77,12.67
532,182,118,19,0.76,12.79
533,183,57,10,0.99,16.3
534,183,60,4,0.84,14.45
535,183,90,10,0.5,8.23
536,184,35,13,0.07,1.23
537,184,70,17,2.32,37.33
538,184,57,16,1.95,30.65
539,185,77,3,1.86,31.3
540,185,114,2,1.3,21.4
541,185,95,14,0.18,3.23
542,186,78,11,0.94,15.82
543,186,4,9,1.85,29.77
544,186,30,3,1.21,20.36
545,187,76,19,0.56,9.42
546,187,98,1,1.17,18.83
547,187,74,9,0.27,4.34
548,188,98,2,4.57,75.22
549,188,61,6,1.38,24.77
550,188,84,17,0.39,6.28
551,189,118,15,1.33,24.37
552,189,24,9,1.15,18.5
553,189,56,19,0.52,8.75
554,190,12,16,0.14,2.2
555,190,45,16,1.32,20.75
556,190,43,14,0.87,15.62
557,191,86,11,0.72,12.12
558,191,110,4,0.36,6.19
559,191,43,6,0.92,16.51
560,192,89,14,1.8,32.31
561,192,37,16,1.85,29.08
562,192,105,13,4.69,82.4
563,193,5,18,1.5,24.69
564,193,12,15,0.42,7.69
565,193,33,11,0.08,1.35
566,194,15,11,1.96,32.99
567,194,111,13,1.35,23.72
568,194,106,17,1.69,27.19
569,195,85,1,2.0,32.18
570,195,60,18,1.22,20.08
571,195,7,14,0.12,2.15
572,196,67,7,0.95,17.4
573,196,80,12,1.96,33.71
574,196,81,16,1.09,17.13
575,197,98,15,0.34,6.23
576,197,27,2,1.4,23.04
577,197,71,9,0.26,4.18
578,198,119,5,2.35,41.29
579,198,57,10,5.0,82.3
580,198,16,16,1.65,25.94
581,199,81,1,1.2,19.31
582,199,103,20,2.45,42.14
583,199,91,8,3.68,57.85
584,200,40,6,0.14,2.51
585,200,2,18,2.27,37.36
586,200,53,18,0.59,9.71
587,201,29,3,0.19,3.2
588,201,60,4,0.38,6.54
589,201,83,4,2.43,41.8
590,202,64,5,1.63,28.64
591,202,66,10,0.96,15.8
592,202,54,9,2.41,38.78
593,203,61,16,1.49,23.42
594,203,59,8,0.43,6.76
595,203,19,18,0.75,12.34
596,204,25,13,1.62,28.46
597,204,66,20,1.95,33.54
598,204,111,5,1.77,31.1
599,205,36,3,3.11,52.34
600,205,44,14,0.61,10.95
601,205,35,17,1.28,20.6
602,206,37,1,2.26,36.36
603,206,108,10,0.64,10.53
604,206,75,19,1.1,18.51
605,207,111,16,1.28,20.12
606,207,58,5,1.44,25.3
607,207,62,18,0.28,4.61
608,208,43,12,0.52,8.94
609,208,98,18,0.92,15.14
610,208,49,18,0.56,9.22
611,209,120,15,0.26,4.76
612,209,112,11,0.36,6.06
613,209,90,7,1.72,31.51
614,210,74,8,0.11,1.73
615,210,30,13,0.22,3.87
616,210,6,14,0.35,6.28
617,211,96,11,1.25,21.04
618,211,91,16,0.04,0.63
619,211,50,13,1.71,30.04
620,212,64,5,0.63,11.07
621,212,17,2,0.05,0.82
622,212,76,17,1.32,21.24
623,213,112,11,4.34,73.04
624,213,112,4,0.11,1.89
625,213,13,15,0.55,10.08
626,214,117,17,2.54,40.87
627,214,2,15,2.14,39.2
628,214,53,5,0.32,5.62
629,215,10,5,0.69,12.12
630,215,101,16,1.36,21.38
631,215,44,9,1.95,31.38
632,216,89,20,0.94,16.17
633,216,84,13,0.45,7.91
634,216,110,3,0.61,10.27
635,217,110,11,4.84,81.46
636,217,49,18,0.13,2.14
637,217,81,11,1.03,17.33
638,218,112,16,0.99,15.56
639,218,5,18,1.78,29.3
640,218,9,20,0.57,9.8
641,219,81,8,2.6,40.87
642,219,30,10,0.39,6.42
643,219,56,3,2.03,34.16
644,220,98,4,2.25,38.7
645,220,57,4,0.82,14.1
646,220,89,6,0.93,16.69
647,221,116,10,2.15,35.39
648,221,6,1,0.09,1.45
649,221,102,11,1.76,29.62
650,222,38,2,2.49,40.99
651,222,48,12,4.17,71.72
652,222,19,14,1.34,24.05
653,223,68,8,0.0,0.0
654,224,73,14,0.7,12.56
655,224,22,6,0.28,5.03
656,224,11,6,0.36,6.46
657,225,112,20,2.66,45.75
658,225,80,13,1.18,20.73
659,225,64,8,0.16,2.52
660,226,19,19,1.11,18.68
661,226,60,8,1.27,19.96
662,226,59,9,1.96,31.54
663,227,86,9,4.37,70.31
664,227,116,1,1.05,16.89
665,227,116,15,2.58,47.27
666,228,87,10,0.07,1.15
667,228,21,18,0.15,2.47
668,228,57,3,0.12,2.02
669,229,76,12,0.34,5.85
670,229,82,10,3.29,54.15
671,229,89,14,0.71,12.74
672,230,59,9,5.64,90.75
673,230,26,10,2.24,36.87
674,230,110,13,3.46,60.79
675,231,14,16,2.27,35.68
676,231,49,8,1.41,22.17
677,231,46,19,1.66,27.94
678,232,38,19,0.36,6.06
679,232,3,10,0.2,3.29
680,232,36,13,2.44,42.87
681,233,73,1,0.39,6.28
682,233,117,2,3.48,57.28
683,233,96,20,2.47,42.48
684,234,107,16,2.6,40.87
685,234,100,10,0.08,1.32
686,234,78,8,0.32,5.03
687,235,29,12,1.45,24.94
688,235,80,7,0.84,15.39
689,235,87,9,0.71,11.42
690,236,81,5,0.75,13.18
691,236,116,4,0.47,8.08
692,236,40,2,2.79,45.92
693,237,5,15,1.44,26.38
694,237,47,19,0.44,7.41
695,237,12,5,0.46,8.08
696,238,42,10,0.55,9.05
697,238,23,14,2.45,43.98
698,238,17,7,0.34,6.23
699,239,113,18,0.55,9.05
700,239,68,12,0.78,13.42
701,239,117,17,1.01,16.25
702,240,107,9,1.31,21.08
703,240,33,6,0.58,10.41
704,240,104,16,4.45,69.95
705,241,96,10,0.91,14.98
706,241,103,11,2.32,39.05
707,241,60,4,0.45,7.74
708,242,19,3,0.0,0.0
709,243,111,8,1.49,23.42
710,243,109,13,1.73,30.4
711,243,47,18,0.12,1.98
712,244,102,3,1.55,26.09
713,244,2,13,0.54,9.49
714,244,69,9,0.25,4.02
715,245,59,4,4.84,83.25
716,245,87,12,0.41,7.05
717,245,75,9,1.75,28.16
718,246,106,13,0.58,10.19
719,246,14,12,2.27,39.04
720,246,61,8,2.83,44.49
721,247,80,1,1.75,28.16
722,247,42,18,1.23,20.25
723,247,29,20,1.02,17.54
724,248,82,3,0.47,7.91
725,248,117,15,2.92,53.49
726,248,84,10,1.95,32.1
727,249,15,14,1.4,25.13
728,249,6,5,0.06,1.05
729,249,39,2,0.54,8.89
730,250,15,16,0.91,14.31
731,250,31,4,0.07,1.2
732,250,18,18,0.02,0.33
733,251,59,13,2.12,37.25
734,251,86,12,1.34,23.05
735,251,54,18,2.88,47.4
736,252,96,19,0.33,5.55
737,252,114,5,3.51,61.67
738,252,84,14,0.5,8.98
739,253,107,4,0.0,0.0
740,254,79,16,0.23,3.62
741,254,36,14,0.24,4.31
742,254,89,2,2.21,36.38
743,255,28,12,1.44,24.77
744,255,57,15,0.97,17.77
745,255,110,8,0.59,9.27
746,256,13,12,0.65,11.18
747,256,70,12,0.16,2.75
748,256,8,12,0.53,9.12
749,257,36,13,0.46,8.08
750,257,16,7,0.38,6.96
751,257,12,15,0.5,9.16
752,258,83,7,0.59,10.81
753,258,3,20,2.26,38.87
754,258,101,2,1.15,18.93
755,259,32,11,0.2,3.37
756,259,101,5,1.77,31.1
757,259,27,19,0.37,6.23
758,260,107,3,0.57,9.59
759,260,27,18,1.72,28.31
760,260,28,19,0.71,11.95
761,261,43,8,0.06,0.94
762,261,101,5,1.43,25.13
763,261,1,20,0.51,8.77
764,262,110,9,0.83,13.35
765,262,17,5,0.3,5.27
766,262,33,18,3.21,52.84
767,263,15,6,0.24,4.31
768,263,17,1,0.19,3.06
769,263,46,1,0.57,9.17
770,264,76,8,2.48,38.99
771,264,3,11,0.26,4.38
772,264,34,6,0.6,10.77
773,265,17,2,0.51,8.39
774,265,68,14,2.43,43.62
775,265,96,4,0.06,1.03
776,266,61,3,1.16,19.52
777,266,100,15,1.97,36.09
778,266,66,12,2.87,49.36
779,267,14,19,0.87,14.64
780,267,65,15,3.57,65.4
781,267,79,8,0.24,3.77
782,268,94,2,2.98,49.05
783,268,39,17,0.22,3.54
784,268,83,15,0.8,14.66
785,269,8,1,3.16,50.84
786,269,109,16,0.32,5.03
787,269,55,13,0.52,9.14
788,270,63,4,0.12,2.06
789,270,10,15,0.12,2.2
790,270,42,3,0.1,1.68
791,271,19,20,3.67,63.12
792,271,17,3,2.43,40.9
793,271,80,9,0.9,14.48
794,272,71,19,1.41,23.73
795,272,49,11,0.66,11.11
796,272,68,20,7.93,136.4
797,273,59,10,1.02,16.79
798,273,78,17,0.6,9.65
799,273,13,14,0.72,12.92
800,274,110,4,1.47,25.28
801,274,93,18,0.08,1.32
802,274,56,7,0.45,8.24
803,275,114,15,1.83,33.53
804,275,53,8,2.45,38.51
805,275,106,11,0.05,0.84
806,276,52,15,1.73,31.69
807,276,94,14,2.26,40.57
808,276,41,4,0.69,11.87
809,277,41,14,0.48,8.62
810,277,48,9,1.03,16.57
811,277,88,5,0.49,8.61
812,278,9,16,0.45,7.07
813,278,107,3,2.34,39.38
814,278,12,3,2.55,42.92
815,279,13,14,0.36,6.46
816,279,104,12,0.87,14.96
817,279,72,5,1.77,31.1
818,280,76,2,2.88,47.4
819,280,72,18,0.66,10.86
820,280,86,11,0.14,2.36
821,281,53,4,0.68,11.7
822,281,112,12,0.3,5.16
823,281,112,14,0.02,0.36
824,282,37,2,2.07,34.07
825,282,40,20,1.67,28.72
826,282,14,12,0.6,10.32
827,283,65,19,2.05,34.5
828,283,20,7,1.16,21.25
829,283,29,16,0.13,2.04
830,284,45,4,0.6,10.32
831,284,48,18,2.39,39.34
832,284,98,4,0.01,0.17
833,285,74,9,0.4,6.44
834,285,104,8,0.51,8.02
835,285,109,14,0.77,13.82
836,286,99,18,2.24,36.87
837,286,79,20,0.38,6.54
838,286,4,18,0.38,6.25
839,287,119,20,0.81,13.93
840,287,4,9,0.36,5.79
841,287,35,6,0.16,2.87
842,288,118,10,4.31,70.94
843,288,45,11,1.09,18.34
844,288,24,1,1.38,22.2
845,289,73,5,0.56,9.84
846,289,9,13,0.44,7.73
847,289,95,5,2.0,35.14
848,290,12,1,0.78,12.55
849,290,28,17,1.5,24.14
850,290,54,13,1.72,30.22
851,291,44,15,0.03,0.55
852,291,48,6,2.79,50.08
853,291,93,10,0.51,8.39
854,292,100,11,2.75,46.28
855,292,77,19,0.14,2.36
856,292,114,3,0.45,7.57
857,293,20,2,0.03,0.49
858,293,97,6,2.06,36.98
859,293,7,20,0.25,4.3
860,294,35,3,1.28,21.54
861,294,85,15,0.1,1.83
862,294,63,14,1.95,35.0
863,295,57,20,0.11,1.89
864,295,35,14,1.11,19.92
865,295,97,7,0.12,2.2
866,296,15,17,0.87,14.0
867,296,56,12,0.15,2.58
868,296,37,4,2.65,45.58
869,297,63,19,0.81,13.63
870,297,86,17,0.07,1.13
